x,y
-0.0133836702194652,0.0128080284895958
-0.0135503968342247,0.0130066639361708
-0.0137913733975073,0.0132235428431252
-0.0141769358987595,0.0134404217500795
-0.0145384007436834,0.0135368123753926
-0.0149721585575921,0.0136332030007056
-0.0154782093404855,0.0136332030007056
-0.0159119671543942,0.0134404217500795
-0.0161529437176768,0.0132717381557817
-0.0163939202809594,0.0130066639361708
-0.0164662132499442,0.0125729061222622
-0.0164662132499442,0.0122114412773383
-0.0163939202809594,0.0118017811197578
-0.016080650748692,0.0116812928381165
-0.0156227952784551,0.01163309752546
-0.0153095257461877,0.0115126092438187
-0.0149962562139203,0.0114885115874904
-0.0147311819943095,0.0113680233058491
-0.0143697171493856,0.0111752420552231
-0.0140323499607899,0.0110547537735818
-0.0139118616791486,0.0107655818976426
-0.0139118616791486,0.010331824083734
-0.0139118616791486,0.010331824083734
-0.0140323499607899,0.00992216392615353
-0.0142974241804008,0.00970528501919918
-0.0145143030873551,0.00944021079958832
-0.0149239632449355,0.0091510389236492
-0.0151890374645464,0.00903055064200789
-0.0155745999657986,0.00893416001669485
-0.015984260123379,0.00891006236036659
-0.0163216273119746,0.00891006236036659
-0.0166107991879138,0.00910284361099268
-0.0168035804385398,0.00934382017427528
-0.0117912679222617,0.0123319295589796
-0.01181536557859,0.0119704647140557
-0.0118394632349182,0.0117053904944448
-0.0118394632349182,0.0113921209621774
-0.0118394632349182,0.0111270467425665
-0.0118876585475747,0.0107896795539709
-0.0118876585475747,0.010428214709047
-0.0119599515165595,0.0100908475204514
-0.011911756203903,0.00977757798818397
-0.0119840491728878,0.00946430845591658
-0.0120563421418726,0.00910284361099268
-0.0120322444855443,0.00883776939138181
-0.0117430726096052,0.0130548592488274
-0.0117430726096052,0.0133440311247665
-0.0111888265140552,0.00883776939138181
-0.0110924358887422,0.0091510389236492
-0.0109237522944443,0.00956069908122962
-0.010803264012803,0.00994626158248179
-0.01070687338749,0.010331824083734
-0.0106104827621769,0.0106691912723296
-0.0104658968242074,0.0111993397115513
-0.0103213108862378,0.0115608045564752
-0.0102731155735813,0.0119222694013991
-0.0101767249482683,0.0122114412773383
-0.0100803343229552,0.0125970037785904
-0.00998394369764218,0.0129584686235143
-0.0097911624470161,0.0132717381557817
-0.00964657650904653,0.0128861756545295
-0.00957428354006175,0.0126451990912469
-0.00945379525842045,0.0123560272153078
-0.00933330697677915,0.0120186600267122
-0.00914052572615307,0.0116812928381165
-0.0088754515065422,0.0117776834634296
-0.0087549632249009,0.012090952995697
-0.00853808431794656,0.0124283201842926
-0.00834530306732048,0.01274158971656
-0.0081525218166944,0.0130307615924991
-0.00795974056606832,0.0132235428431252
-0.00788744759708353,0.0129584686235143
-0.00793564290974005,0.0126211014349187
-0.00795974056606832,0.0123078319026513
-0.00795974056606832,0.0119945623703839
-0.00795974056606832,0.0117053904944448
-0.00800793587872483,0.0114162186185057
-0.00795974056606832,0.01107885142991
-0.00795974056606832,0.0107173865849861
-0.00795974056606832,0.0104041170527187
-0.00800793587872483,0.00997035923881005
-0.00798383822239657,0.00968118736287092
-0.00795974056606832,0.00931972251794702
-0.00795974056606832,0.0090305506420079
-0.00791154525341179,0.00878957407872529
-0.00622470931043357,0.0131753475304687
-0.00658617415535748,0.0131753475304687
-0.00680305306231182,0.0129825662798426
-0.00697173665660964,0.0126933944039035
-0.00709222493825095,0.0123319295589796
-0.00716451790723573,0.0118981717450709
-0.00716451790723572,0.011536706900147
-0.00718861556356398,0.01107885142991
-0.00718861556356398,0.0106932889286579
-0.00714042025090746,0.0103077264274057
-0.00706812728192268,0.00994626158248179
-0.00692354134395312,0.00965708970654266
-0.00670666243699878,0.0092715272052905
-0.00644158821738792,0.0091510389236492
-0.00608012337246401,0.00895825767302312
-0.00581504915285315,0.0089100623603666
-0.00552587727691402,0.00905464829833616
-0.00533309602628794,0.00931972251794702
-0.0052367054009749,0.00965708970654266
-0.00516441243199012,0.00999445689513831
-0.00506802180667708,0.0103800193963905
-0.00497163118136404,0.0106932889286579
-0.0049957288376923,0.0110306561172535
-0.00492343586870752,0.0114644139311622
-0.00504392415034882,0.0118017811197578
-0.00514031477566186,0.0121150506520252
-0.00528490071363142,0.0125006131532774
-0.00547768196425751,0.0128861756545295
-0.00571865852754011,0.0130066639361708
-0.00595963509082271,0.0131512498741404
